,REGIAO,ESPÉCIE,FASE,ADITIVO,AREA,ABA_ESP,ABB_ESP,ABC_ESP,ABD_ESP,ABE_ESP,ABF_ESP,ABG_ESP,ABH_ESP,ABI_ESP,ABL_ESP,ABM_ESP
238,MINAS GERAIS,SCS12,>5d,I,44.73,61.2682554231592,28.58,26.61,20.16867674915979,1624.55,32.5,35.14,24.3,176.149939768789,20.08738116022488,12.6
239,SÃO CARLOS,SCS12,>5d,I,130.32,62.0774171737661,25.28,24.66,18.65028100067613,5937.16,27.86,30.93,21.92,145.78489791173,18.6996021442754,12.64
242,MINAS GERAIS,SCS12,5d,I,52.8,90.6223039215686,28.07,24.87,24.6346042401961,3219.79,31.27,33.42,25.1,171.017691288587,24.5023372533975,12.56
243,PIRACICABA,SCS12,5d,I,142.7546,67.486460896978,26.1139,24.4661,19.83130360453858,7267.11,28.803,31.41,23.96,153.102010765514,19.82925120282566,12.67169017
244,PIRACICABA,SCS12,1/½,I,13.23,121.69674796748,27.043257,29.978563,28.5019637173902,146.927,31.770184,34.739372,30.221712,161.479033371869,28.3973638502164,12.6544801
246,MATO GROSSO,SCS117,>5d,E,249.35,30.5133347377291,28.0,26.8,14.96213355803666,4406.14,31.85,34.15,24.730531,170.289209710176,14.93046112473508,12.46
247,GOIAS,SCS117,>5d,E,34.510447,52.7029678264497,27.01,24.97,18.10951547075009,928.242,30.03,33.07,26.486966,161.948172773603,18.10333565203889,12.59
248,GOIAS,SCS117,>5d,E,15.4395528,52.7029658041592,27.23,25.03,18.19906169197345,152.0,30.31,33.04,26.4,163.682231191646,18.17391666929214,12.55
249,RIB. PRETO,SCS19,>5d,I,33.31,71.6508681370249,27.19227,26.2768,21.06232094472079,1283.16,30.670792,33.29,20.89,163.038556389822,21.00958101081584,12.6329768
250,ASSIS,SCS122,4d,A,226.12,108.8877732112834,25.97,25.82,25.5352219176163,20757.61,29.03,30.99,25.7,150.794287863311,25.447469485522,12.57
254,SÃO CARLOS,PT35963346,5d,I,28.64,81.6742788461538,25.54,25.05,21.43389735576923,1171.38,28.28,31.3,24.42,148.100444572843,21.48270032625376,12.62
255,PIRACICABA,SCS114,>5d,B,35.81,40.4111717765645,26.54,27.11,16.13098437631247,688.47,30.14,32.75,22.6,156.756183817777,16.1126928041668,12.64
256,RIB. PRETO,PS321801816,5d,A,39.33,74.534211489206,26.794564,25.152,21.25166394066594,1721.06,29.825087,32.61,22.31,159.617545209915,21.23114679167424,12.6744765
257,RIB. PRETO,PS321801816,>5d,C,187.2,64.72734018264839,26.3665,25.71,19.57507332734018,9249.83,29.48,32.05,22.7,155.265469941247,19.5540071700191,
258,MATO G. DO SUL,PS321801816,4d,D,118.36,89.3830387363671,27.93,24.69,24.3271180707033,8242.46,31.04,32.86,22.998761,169.337946290058,24.175288392464,12.43
259,MATO GROSSO,PS321801816,2d,B,156.40552,119.059986349552,27.4,24.5,28.4872378978311,15472.053,30.35,32.43,25.023545,164.629850007394,28.3405496583258,12.47
260,RIB. PRETO,PS321801816,3d,A,46.08,74.55223004694841,27.899233,25.4272,21.94532480186033,2143.78,31.248802,33.94,23.67,169.909518738182,21.87759254271363,12.6317296
261,MATO G. DO SUL,PS321801816,5d,B,51.6,65.8574242424242,27.01,26.1,20.08399937878788,2144.754,30.39,32.58,25.1715765,160.87224455656,20.01787563300459,12.47
262,MINAS GERAIS,PS321801816,>5d,D,12.19342422,69.94000358383249,27.63,26.22,21.05602256015301,23.207,31.19,33.59,26.0,166.956095516827,20.97815672958165,12.6
263,MINAS GERAIS,PS321801816,>5d,A,370.22794,94.6649060372008,27.192,25.568,24.5584525251715,29624.879,30.442,32.822,24.6,162.869754140427,24.471634049874,12.61
264,RIB. PRETO,PS321801816,3d,C,16.11,61.4063260340633,26.0838,25.69,18.9582881459854,215.06,29.13,33.3,23.0,154.288532979047,19.02995365127137,
265,RIB. PRETO,PS321801816,>5d,I,13.93,82.2487046632124,27.4,23.81,22.8183005181347,147.58,30.13,32.756096,24.85,165.34062196649,22.7719800653973,12.55
266,RIB. PRETO,PS321801816,2d,B,211.79,104.7338205115371,26.7507,24.79,25.6788876621953,18539.29,29.66,32.04,23.7,158.798703973732,25.6132046656263,
267,RIB. PRETO,PS321801816,4d,B,36.47,93.5157335512873,27.8665,25.4,24.933693863915,2006.69,31.2,33.33,23.6,169.005139037444,24.7983890799591,
268,RIB. PRETO,PS321801816,1,B,87.93,91.6300539971026,27.462,24.97,24.312398949032,6058.31,30.57,33.29,22.4,165.869919716938,24.2526700155896,
269,SÃO CARLOS,BULL24855156,>5d,E,53.33,42.5573433341399,27.375,26.94,16.698191537624,1274.935,31.12,33.33,23.29,164.253289329532,16.65245603579465,12.57
272,RIB. PRETO,BULL24855156,4d,B,30.57,62.4081852450189,28.6355,24.8,20.38565365643511,948.08,31.92,34.44,23.9,176.782124858193,20.30636787491963,
273,RIB. PRETO,BULL24855156,>5d,A,36.51000000000001,78.2921256629947,27.412813,24.836,22.2174813621624,1636.82,30.467545,32.94,21.01,165.154062843192,22.1529083797991,12.6159916
274,GOIAS,BULL24855156,3d,D,25.006256,99.3581144335465,28.18,25.2,26.1345429153478,1148.202,31.51,34.26000000000001,25.33551,172.655697305416,26.0345787896077,12.53
275,MATO G. DO SUL,BULL24855156,5d,C,44.84,69.7749390986602,28.44,26.28,21.49819998781973,1909.329,32.21,33.98,23.199885,173.970714621627,21.35784817303095,12.39
276,MATO GROSSO,BULL24855156,1/½,I,55.55,71.9569919632606,28.03,25.51,21.61110581171068,2623.127,31.44,33.94,22.882211,170.93648680691,21.52935366215078,12.5
277,S. J. RIO PRETO,BULL24855156,4d,C,28.27,87.6513214505224,27.53,25.45,23.7486502212661,1242.847,30.81,34.1,26.0,167.03039812784,23.7282544833717,12.72
278,PARANÁ,BULL24855156,>5d,E,89.49,39.871880242612,26.8486,26.62,16.13858400970448,2171.792,30.36,32.45,26.0,159.171259778878,16.10193972771121,12.561546
280,RIB. PRETO,BULL24855156,5d,E,24.04,70.7998338870432,29.4653,24.46,22.2695673878738,719.95,32.79,34.98,23.8,184.353331864589,22.1343472835163,
281,RIB. PRETO,BULL24855156,5d,I,79.68,53.92981678487,25.7947,25.39,17.78409243602246,2849.81,28.69,31.34,26.0,150.015120984057,17.78694873640317,
282,RIB. PRETO,BULL24855156,>5d,I,30.45,40.479674796748,26.2465,25.5,16.0573568699187,537.45,29.27,31.86,26.0,154.185625488539,16.04940037468579,
286,RIB. PRETO,BULL24855156,4d,D,16.88,85.7950819672131,28.41,24.55,24.1097729508197,372.12,31.56,34.19,24.4,174.793917296998,24.0133904706957,12.62
287,PIRACICABA,BULL24855156,2d,E,40.96,43.9630524861878,26.5,25.98,16.63464261049724,937.65,29.73,33.31,22.3,157.550193776545,16.65222848305452,12.79
289,MATO G. DO SUL,BULL24855156,4d,A,102.15516,67.3124191671336,26.8158,26.3264,20.19497739896419,4998.7,30.2241,32.38,24.55,158.968524930308,20.12918465532055,12.5738425
290,PARANÁ,BULL24855156,fr,E,23.43,73.0503937007874,26.6121,25.65,20.92074457795276,709.806,29.76,31.99,25.0,157.206912549435,20.86493917921881,12.593788
291,S. J. RIO PRETO,BULL24855453,>5d,C,33.82,58.9431714023831,28.39,25.58,19.6939857928506,1036.3,31.9,34.08,28.09,174.004903100758,19.60502393428537,12.45
292,S. J. RIO PRETO,BULL24855453,>5d,D,42.33,60.646884272997,27.72,25.65,19.64729020771513,1487.46,31.11,33.72,26.78,168.100086286803,19.59378283259894,12.51
293,RIB. PRETO,BULL24855453,>5d,I,17.27,71.94307400379509,24.92,24.53,19.74464516129032,327.9,27.4,30.01,24.98,141.876425541711,19.78519218759516,12.59
294,MATO G. DO SUL,BULL24855453,>5d,C,52.929012,61.2681572670261,26.51,25.16,19.14880961944549,2028.497,29.48,31.86,29.24527,156.47790936431,19.11816036017196,12.52
295,MATO G. DO SUL,BULL24855453,>5d,A,26.152777,59.1915864992432,26.41,25.02,18.80030761454095,679.892,29.32,31.81,29.278542,155.679223449625,18.78045050156708,12.53
296,ASSIS,BULL24855453,3d,C,17.14,91.7756809338521,25.22,23.96,22.5463450194553,422.047,27.6,31.1,22.879484,145.839343078688,22.6771247298418,12.72
297,RIB. PRETO,BULL24855453,4d,I,14.47677,73.10377628928,28.57,25.11,22.1248957311337,163.34,31.95,34.261063,25.11,175.905474709933,22.015243459264,12.47
298,S. J. RIO PRETO,BULL24855453,2d,I,50.03,81.1408887720221,26.79,25.77,22.2259374493821,2641.428,30.01,33.44,27.0,160.158720733258,22.2438256308232,12.76
299,RIB. PRETO,BULL24855453,3d,B,46.76,85.3736191024166,26.2,24.57,22.4190539125432,2562.467,28.94,31.89,24.8,154.290457239115,22.4403658113715,12.72
300,MATO G. DO SUL,BULL24855453,4d,C,53.36,96.7567214700193,28.81,24.64,26.2476048791103,3517.538,32.07,33.84,26.702879,177.654094981353,26.0402979887026,12.41
301,ASSIS,BULL24855453,2d,E,30.26,81.2304490690033,26.72,24.84,22.1907221029573,1276.148,29.64,32.03,24.914258,158.513515580716,22.1431964783314,12.52
302,SÃO CARLOS,PS321803280,5d,A,32.47,62.9437713727406,26.389,26.814,19.33029926282365,1054.819,29.854,32.32,22.712,155.214841967037,19.29590416635191,12.63
305,RIB. PRETO,PS321803280,5d,B,29.7,66.6197740112994,28.541382,25.7432,21.03486546674576,978.77,32.137953,34.56,23.8,175.673492510608,20.93980917256954,12.5792457
306,SÃO CARLOS,PS321803280,3d,C,79.07,68.9056060831967,27.775,26.812,20.97685935962427,3828.659,31.57,33.733,23.553,168.012145861761,20.87796571660362,12.553
308,RIB. PRETO,PS321803280,2d,B,228.09,101.6046739784349,27.533,24.544,25.9182940090703,19374.674,30.5168,33.84,24.71,167.233121895565,25.9096132781068,
309,MATO G. DO SUL,PS321803280,>5d,B,13.6650273,62.6466170254386,27.11,25.78,19.65270383254377,96.328,30.41,32.79,25.499668,162.067544356547,19.60041344697404,12.49
311,RIB. PRETO,PS321803280,5d,A,36.75,46.8412121212121,26.41,25.63,17.02061866666667,874.32,29.51,32.07,24.9,155.675176501012,17.00581730102435,12.65
312,RIB. PRETO,PS321803280,4d,B,26.6,60.4191780821918,27.569811,25.464,19.53877451515069,718.92,30.862179,33.2,21.47,166.412663979554,19.47653427537165,12.5892417
313,RIB. PRETO,PS321803280,4d,A,22.29,62.3965014577259,26.553488,26.0648,19.33444879206997,530.58,29.81874,32.5,22.62,157.102902914939,19.31267865827301,12.6596203
314,RIB. PRETO,SCS19005HP,5d,A,36.77,87.3056116269681,27.671308,25.7888,23.801374339346,1877.32,31.09405,33.51000000000001,20.88,167.4174810347,23.7038084668408,12.5962493
315,ASSIS,SCS19005HP,2d,B,190.25,132.452903225806,25.99,25.57,28.8513611612903,21482.73,28.98,30.96,26.8,151.037144776506,28.7474277445569,12.57
316,RIB. PRETO,DIVERSAS,1/½,B,47.68,88.9346973094171,27.608242,24.928,24.0081537380213,2757.03,30.731815,33.12,34.09,166.898135438983,23.9170411637913,12.5988538
317,RIB. PRETO,DIVERSAS,3d,I,19.4,67.2864864864865,26.4,24.74,19.96125405405405,421.12,29.23,31.807528,24.72,155.723248048744,19.94595341104082,12.55
318,RIB. PRETO,DIVERSAS,>5d,A,94.7,57.0205562273277,27.194368,25.1264,18.84058898882709,3735.2,30.298574,33.05,23.95,163.355532549479,18.81411026346097,12.659332
322,RIB. PRETO,DIVERSAS,>5d,I,34.53,77.7585441633378,27.42,24.99,22.1399675099867,1493.54,30.52,33.13,23.11,165.352941652191,22.0842661862134,12.53
323,PIRACICABA,DIVERSAS,1/½,D,36.03,134.965251768623,28.175766,25.421272,31.8905713874032,2966.855,31.575237,34.090635,25.089948,172.345465411615,31.7169205242961,12.60179895
324,MATO G. DO SUL,DIVERSAS,2d,C,35.98,112.902001668057,26.42,24.56,26.5500686405338,2431.63,29.2,31.49,23.54,155.599211057931,26.489447833699,12.52
325,SÃO CARLOS,DIVERSAS,1/½,I,45.09,122.323964944092,26.59,24.2,28.096266485343,3662.62,29.29,32.83,27.99,158.655360583792,28.1796008599094,12.67
326,RIB. PRETO,DIVERSAS,3d,B,36.55,118.714867617108,25.89,24.22,26.8226951120163,2631.85,28.47,31.51,21.4,151.537015955747,26.8906741854039,12.75
327,PARANÁ,DIVERSAS,3d,C,28.84,51.2516627078385,26.9178,26.05,17.85548453942993,672.998,30.26,32.33,28.0,159.870226405093,17.80415225138441,12.560174
328,MATO G. DO SUL,DIVERSAS,1/½,A,32.39,85.4639529180971,25.77,24.77,22.115986316822,1509.93,28.48,31.05,24.78,149.778039152593,22.1217193814539,12.56
329,S. J. RIO PRETO,DIVERSAS,4d,I,32.57165000000001,93.447039979778,27.29,25.21,24.4532524129081,1687.5,30.44,32.74067,25.5607815,163.754473030138,24.3599526319958,12.49
330,MATO G. DO SUL,DIVERSAS,>5d,B,28.46,93.7162818955043,26.19,24.95,23.5955404009721,1357.05,29.03,31.41,24.49,153.485830874959,23.5616960399978,12.53
331,GOIAS,DIVERSAS,4d,D,19.9,100.3063291139241,27.38,24.1,25.5815134177215,709.62,30.19,33.16,23.9,165.489975976914,25.5541363343057,12.69
332,MATO G. DO SUL,DIVERSAS,4d,E,47.4,34.8824858757062,27.1,26.2,15.45525536723164,822.04,30.53,33.64,25.01,162.685353432869,15.44805547160342,12.57
333,PARANÁ,DIVERSAS,3d,C,28.52,41.8023607748184,26.8217,26.26,16.41721650696126,504.335,30.21,32.19,28.0,158.833255283851,16.37597764771034,12.547483
334,MATO G. DO SUL,DIVERSAS,>5d,B,12.45,94.4444444444444,26.74,24.53,24.1523111111111,49.1,29.57,31.95,24.49,158.731242551678,24.0971757748161,12.52
335,S. J. RIO PRETO,DIVERSAS,3d,D,18.23,36.6003210272873,26.52,26.32,15.57196661316212,165.26,29.86,32.68,24.85,156.900278312773,15.56459336343749,12.55
336,MATO G. DO SUL,DIVERSAS,>5d,A,35.68,132.205616554054,26.48,24.88,29.405773277027,2858.469,29.36,31.47,26.327587,155.912047958455,29.2990364544027,12.49
337,S. J. RIO PRETO,DIVERSAS,1/½,D,32.05,125.020448877806,28.19,24.28,30.2980106733167,2278.06,31.21,33.78,29.14,172.683442211494,30.160514765974,12.52
339,PARANÁ,BULL2492579,2d,C,12.81,74.8246913580247,26.4098,24.85,21.05291237530864,62.888,29.27,31.36,29.0,155.227314391425,20.99821182068007,12.58144
341,S. J. RIO PRETO,BULL2492579,5d,I,78.62,77.5369258480937,27.34,25.77,22.0533644250976,4378.07,30.68,32.789576,25.077795,163.948501569265,21.95823768007386,12.46
344,GOIAS,BULL2492579,5d,C,374.35,87.5957058093004,27.06,25.24,23.3847132948806,27404.104,30.17,33.29,25.8,162.463322563563,23.3743810676049,12.71
345,GOIAS,BULL2492579,5d,B,138.72,80.038336489899,26.44,25.09,21.82473578914141,8633.818,29.38,32.52,22.5,156.67479771336,21.84343256842965,12.74
346,MATO G. DO SUL,BULL2492579,2d,E,150.37,101.4487244344873,26.86,24.52,25.2920804509648,12389.02,29.71,31.99,24.73,159.749821122409,25.2160330348231,12.51
347,MATO G. DO SUL,BULL2492579,2d,D,969.02,88.1941861194123,26.59,24.57,23.1167317548223,72931.36,29.4,31.76,25.32,157.286735296557,23.0700045498677,12.52
348,MINAS GERAIS,BULL2492579,>5d,A,71.58849000000001,84.9004208698693,27.983334,26.163333,23.6519177550369,4356.026,31.603333,34.076666,24.333333,170.385992811208,23.5464055358292,12.60333335
349,MATO G. DO SUL,BULL2492579,5d,C,70.17,60.4517792676637,26.7,25.0,19.12241155234657,2830.44,29.66,32.12,23.64,158.384574272852,19.09259308085914,12.52
350,MINAS GERAIS,BULL2492579,4d,B,45.3425,111.2561745519982,26.921333,25.793333,26.8103443279649,3321.449,30.18,32.747334,24.6,160.487940415887,26.738344932786,12.64
351,MINAS GERAIS,BULL2492579,4d,D,23.18,72.8819320214669,27.43,24.56,21.39408211091234,692.66,30.4,33.97,24.8,166.511463081455,21.40695639186251,12.77
352,MATO G. DO SUL,BULL2492579,1/½,C,129.24,124.662401910611,25.32,23.77,27.0066319344933,13220.54,27.67,30.39,27.07,145.880981221336,27.083352914545,12.61
353,MATO G. DO SUL,BULL2492579,>5d,B,32.509634,51.1848533230773,26.54,25.18,17.69747767317545,815.667,29.53,31.88,26.293275,156.72277272113,17.67094062158653,12.51
354,ASSIS,BULL2492579,4d,D,37.03671,77.2589737229852,25.91,24.77,21.07752324486724,1645.87,28.65,31.43,24.6686945,151.340697172028,21.09323089529178,12.59
355,GOIAS,BULL2492579,>5d,E,114.36782,72.4501492754266,25.53,24.74,20.17890519696522,6200.15,28.19,30.75,23.321537,147.511795074047,20.19170824080714,12.57
356,RIB. PRETO,BULL2492579,3d,I,48.01,72.4576506525965,24.08,24.0,19.30328419883366,2189.08,26.27,29.27,,134.601408656237,19.41219313405499,12.68
357,PARANÁ,BULL2492579,fr,B,15.0,70.8533333333333,23.1068,24.15,18.53672202666667,188.56,25.15,27.62,23.0,124.798662345244,18.63857727455878,12.753283
363,GOIAS,BULL2492579,>5d,D,162.08,72.01279317697231,26.53,24.74,20.71985884861407,9018.72,29.38,32.36,22.0,157.401360875512,20.72594179787242,12.71
364,MATO G. DO SUL,BULL2492579,2d,A,25.91502,62.4663306269053,25.9665,24.6048,19.04838006700673,714.24,28.6672,30.64,21.8,150.920974039697,19.01083180689907,12.5740209
365,PARANÁ,BULL2492579,1/½,D,80.78,99.2012212852574,25.5066,25.42,23.7779201541146,6009.7,28.35,30.47,30.0,146.6609131592,23.7425960868702,12.604764
366,MINAS GERAIS,BULL2492579,3d,D,44.36,86.8170580964153,27.78,24.47,23.8061317676143,2433.08,30.79,34.51000000000001,25.1,169.964679331947,23.8184525907599,12.78
369,MATO G. DO SUL,BULL2492579,>5d,A,57.31,80.5935996468771,26.25,24.41,21.77458794967998,3119.976,28.95,31.02,25.532451,153.745553080928,21.72283771975832,12.49
373,RIB. PRETO,SCS120,>5d,A,29.82,68.1638608305275,26.599452,24.0912,20.19961590329966,1012.84,29.26754,32.21,23.01,158.111781772044,20.2062017771455,12.7103884
374,S. J. RIO PRETO,SCS120,>5d,C,49.49,48.9394505201387,26.62,26.41,17.40054766604428,1396.86,30.01,32.66,27.77,157.649109731778,17.38019808223926,12.53
375,RIB. PRETO,SCS120,2d,I,42.57,111.8456002616945,27.03,23.17,27.0067937193327,3064.28,29.5,32.013891,39.83,161.807956251461,26.9576653159047,12.55
376,ARACATUBA,SCS120,2d,I,141.14,96.1415440607093,27.078304,23.843041,24.6871178037677,10878.039,29.755098,32.419348,24.556448,162.344708523208,24.6502359165,12.6590276
378,MINAS GERAIS,SCS120,4d,A,34.04014,133.203313590567,26.58,25.74,29.6714431215047,2683.338,29.75,32.14,24.0,157.074048136573,29.5834553501501,12.63
379,MINAS GERAIS,SCS120,3d,A,336.33,94.9761354176302,26.07,23.79,23.6747422532606,26923.65,28.55,30.86,26.1,152.424560581493,23.6518873547712,12.63
380,S. J. RIO PRETO,SCS120,3d,I,47.95,100.0820584144645,26.344803,25.0122385,24.6351977578999,3178.55,29.238722,32.382963,24.0,155.797819928701,24.6660079748325,12.74
381,S. J. RIO PRETO,SCS120,4d,I,115.63,86.5362250313616,26.534662,24.6621475,22.8335883758678,7736.189,29.364061,32.582035,25.323572,157.715968590717,22.8611182255405,12.7472372
383,GOIAS,SCS120,>5d,D,15.18,79.1415094339623,26.95,25.51,22.0376556603774,225.51,30.13,32.93,21.9,161.047722095652,22.0072890391958,12.67
384,MATO G. DO SUL,SCS120,>5d,B,109.72,108.5524252967663,25.88,23.91,25.4014766311912,9447.103,28.37,30.66,25.6139765,150.59078388312,25.3812763076952,12.54
385,PARANÁ,SCS120,4d,C,39.15,56.1323388581952,27.6226,26.16,18.89461877046041,1210.193,31.16,32.62,25.0,165.856756921279,18.79005853207285,12.453844
386,RIB. PRETO,SCS120,4d,B,32.94,78.0643266475645,27.7189,25.075,22.384585441404,1395.387,30.9164,34.07,24.17,168.72987518304,22.3542536695243,
387,ARACATUBA,SCS120,1/½,D,27.12,124.575661375661,28.26,23.5,30.3048025396825,1714.144,31.03,33.16,28.0,172.957476071849,30.1198943221456,12.56
390,RIB. PRETO,SCS120,>5d,A,167.79,80.6608254701842,26.09,24.22,21.67431030874896,10708.67,28.69,31.83,23.39,153.530277799542,21.71758570274105,12.75
391,MINAS GERAIS,SCS120,1/½,B,46.84,103.9816303099885,25.91,24.03,24.7946447761194,3216.64,28.43,30.66,29.8,150.784128808972,24.7655904290007,12.63
392,RIB. PRETO,SCS120,3d,B,63.89,93.2321834650222,27.5516,24.534,24.6329042437464,4227.138,30.537,33.73,25.19,167.275760910135,24.613389097923,
393,S. J. RIO PRETO,SCS120,fr,I,36.38,152.749056603774,27.23,25.13,33.4360813207547,3443.462,30.34,33.32,25.490437,163.934652481493,33.3846590021923,12.69
394,PIRACICABA,SCS120,3d,B,13.82,12.0,,,,12.0,,,,,,
395,S. J. RIO PRETO,SCS120,>5d,I,207.55531,68.4110481070547,27.26,25.66,20.60832594113655,11043.48,30.55,33.073723,27.302748,163.658167772028,20.55519619801563,12.51
396,PIRACICABA,SCS120,4d,I,19.36,89.2948369565217,27.64,27.13,24.0889125,580.89,31.52,34.52,25.0,167.536187558583,24.0221442581796,12.67
397,S. J. RIO PRETO,AIC456911099,5d,C,21.75,43.4410256410256,27.18,26.0,16.77274769230769,318.55,30.57,33.6,,163.386267938083,16.75973953194046,12.69
398,GOIAS,AIC456911099,>5d,B,12.41,80.0731707317073,26.95,25.51,22.1769390243902,39.91,30.13,32.93,21.9,161.047722095652,22.1461510333894,12.67
399,MATO G. DO SUL,AIC456911099,>5d,I,58.93,67.86000426166629,26.45,26.12,20.07177061581078,2633.51,29.71,32.06,23.6,155.7519205122,20.02998289243419,12.61
400,GOIAS,AIC456911099,4d,D,21.67,88.5015511892451,27.91,26.72,24.1713967942089,751.77,31.71,35.31,22.3,170.710453610301,24.1415958911367,12.74
401,GOIAS,AIC456911099,4d,B,26.45,91.116955017301,27.91,26.72,24.5875075432526,1155.24,31.71,35.31,22.3,170.710453610301,24.5566878190616,12.74
402,MINAS GERAIS,AIC456911099,1/½,C,34.57,96.0341160832964,26.87,24.45,24.4958730615862,1908.65,29.7,33.12,,161.114244262306,24.5306837120117,12.77
403,MINAS GERAIS,AIC456911099,5d,I,40.51000000000001,21.86285513854788,26.64,25.61,13.44392199228341,293.19,29.78,32.68,25.0,158.219777378709,13.44214448267693,12.7
404,GOIAS,AIC456911099,4d,I,13.86,93.1559139784946,25.39,25.33,22.8667768817204,162.95,28.19,31.92,22.3,147.426917813024,22.9906952924064,12.85
405,ARACATUBA,AIC456911099,1/½,I,118.67,100.2626792912722,25.98,25.22,24.3391225649198,9426.98,28.87,31.43,27.4,151.67822373216,24.3283742652462,12.66
406,GOIAS,AIC456911099,5d,C,38.86,81.3965003723008,27.33,26.5,22.6384835070737,1875.99,30.91,33.75,22.9,164.538521270183,22.5856395481165,12.66
408,GOIAS,AIC456911099,2d,C,318.72,101.0959833072509,27.4,25.48,25.7207814293166,27339.52,30.66,34.44,27.6,166.282530054247,25.7459537223136,12.79
409,S. J. RIO PRETO,AIC456911099,5d,B,43.81,62.7274441999371,27.07,25.25,19.64462584093053,1625.64,30.19,32.82,24.9,162.032711766413,19.61077601429594,12.65
